"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","西淀川-08","大阪市西淀川区大和田５－１８－１６","181,000円/㎡、0.0%","199㎡","1:3","北東 8m 市道","住宅　木造2F","中小規模一般住宅が建ち並ぶ既成住宅地域","千船 600m","第一種住居地域(80/200)","準防火地域","181,000円/㎡、-1.1%","183,000円/㎡、0.5％","182,000円/㎡、0.0％","182,000円/㎡、0.0％","182,000円/㎡、0.0％","182,000円/㎡ -％","-","-","-","135.443893804162","34.707935883683","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西淀川-09","大阪市西淀川区佃１－２５－５","130,000円/㎡、0.0%","195㎡","台形1:2","南東 5m 市道","住宅　鉄骨造2F","一般住宅の中に作業所も見られる住宅地域","千船 940m","第一種住居地域(80/200)","準防火地域","130,000円/㎡、-1.5%","132,000円/㎡、0.8％","131,000円/㎡、0.0％","131,000円/㎡、0.0％","131,000円/㎡、0.0％","131,000円/㎡ -％","-","-","-","135.44758206266","34.7185893626223","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-12","大阪市生野区中川５－１２－２","166,000円/㎡、0.0%","83㎡","1:2","北 6.3m 市道","住宅　鉄骨造3F","一般住宅と中小規模工場等が混在する住宅地域","近鉄今里 1100m","準工業地域(80/200)","準防火地域","166,000円/㎡、-1.2%","168,000円/㎡、0.0％","168,000円/㎡、0.0％","168,000円/㎡、0.0％","168,000円/㎡、0.0％","168,000円/㎡ -％","-","-","-","135.545528182866","34.6571725569019","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-11","大阪市生野区田島４－３－２０","171,000円/㎡、0.0%","89㎡","1:3","南 5.5m 市道","住宅　鉄骨造3F","小規模一般住宅が建ち並ぶ住宅地域","東部市場前 1200m","第一種住居地域（80/200)","準防火地域","171,000円/㎡、-1.2%","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡、0.0％","173,000円/㎡ -％","-","-","-","135.541297388063","34.6465625414287","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-15","大阪市住吉区南住吉４－１２－８","242,000円/㎡、0.0%","93㎡","1:3.5","南 6m 市道","住宅　木造2F","一般住宅等が建ち並ぶ区画整然とした住宅地域","我孫子前 450m","第二種中高層住居専用地域(60/200)","準防火地域","242,000円/㎡、0.0%","242,000円/㎡、0.4％","241,000円/㎡、0.4％","240,000円/㎡、0.0％","240,000円/㎡、0.4％","239,000円/㎡ -％","-","-","-","135.500944618504","34.6012709569296","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-16","大阪市住吉区長居西１－１１－１８","229,000円/㎡、0.4%","231㎡","1:2","南 6m 市道","住宅兼倉庫　鉄筋コンクリート造3F1BＦ","一般住宅、マンション等が混在する住宅地域","長居 630m","第二種中高層住居専用地域(60/200)","準防火地域","228,000円/㎡、0.0%","228,000円/㎡、0.9％","226,000円/㎡、0.4％","225,000円/㎡、0.0％","225,000円/㎡、0.0％","225,000円/㎡ -％","-","-","-","135.508728679534","34.6136577979002","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-17","大阪市住吉区苅田６－６－１１","156,000円/㎡、0.0%","117㎡","1:1.2","南西 4m 市道 北西側道","住宅　木造2F","中小規模の一般住宅が建ち並ぶ住宅地域","あびこ 850m","第二種中高層住居専用地域（60/200)","準防火地域","156,000円/㎡、-0.6%","157,000円/㎡、0.0％","157,000円/㎡、0.0％","157,000円/㎡、0.0％","157,000円/㎡、-0.6％","158,000円/㎡ -％","-","-","-","135.521745341254","34.5989718922812","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉5-04","大阪市住吉区我孫子３－６－７","265,000円/㎡、0.0%","219㎡","1:2.5","南 11m 市道","診療所　木造2F","低層の店舗のほか、共同住宅も見られる商業地域","我孫子町 270m","近隣商業地域（80/300)","準防火地域","265,000円/㎡、-0.4%","266,000円/㎡、1.9％","261,000円/㎡、2.0％","256,000円/㎡、1.6％","252,000円/㎡、2.9％","245,000円/㎡ -％","-","-","-","135.50898611544","34.6009547255382","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-14","大阪市東住吉区北田辺４－３－２０","272,000円/㎡、0.4%","108㎡","1:2","西 8m 市道","住宅　木造3F","中小規模一般住宅が建ち並ぶ住宅地域","北田辺 400m","第一種住居地域（80/300)","準防火地域","271,000円/㎡、0.0%","271,000円/㎡、1.1％","268,000円/㎡、0.8％","266,000円/㎡、0.4％","265,000円/㎡、0.8％","263,000円/㎡ -％","-","-","-","135.526569972252","34.6347404984216","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-15","大阪市東住吉区山坂１－１１－１４","286,000円/㎡、0.4%","285㎡","1:2","南 6m 市道","住宅　木造2F","中小規模住宅、マンション等が混在する住宅地域","田辺 350m","第一種住居地域（80/300)","準防火地域","285,000円/㎡、0.0%","285,000円/㎡、1.4％","281,000円/㎡、0.7％","279,000円/㎡、0.4％","278,000円/㎡、0.4％","277,000円/㎡ -％","-","-","-","135.522529009731","34.6280209451579","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成-07","大阪市西成区旭２－１－８","173,000円/㎡、0.6%","167㎡","1:2.5","東 5.4m 市道","住宅　木造2F","一般住宅、共同住宅等が混在する住宅地域","花園町 400m","準工業地域（80/300)","準防火地域","172,000円/㎡、-0.6%","173,000円/㎡、3.0％","168,000円/㎡、0.6％","167,000円/㎡、0.0％","167,000円/㎡、0.0％","167,000円/㎡ -％","-","-","-","135.492681745542","34.6444832223259","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-10","大阪市住之江区北加賀屋１ー１１ー１６","174,000円/㎡、0.0%","204㎡","台形1:3","南 8m 市道","住宅兼倉庫　鉄骨造3F","中低層の共同住宅、倉庫等が混在する住宅地域","北加賀屋 400m","準工業地域(60/200)","準防火地域","174,000円/㎡、-0.6%","175,000円/㎡、0.0％","175,000円/㎡、0.0％","175,000円/㎡、0.0％","175,000円/㎡、0.0％","175,000円/㎡ -％","-","-","-","135.479840605073","34.624381965967","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-11","大阪市住之江区平林南２－６－３","147,000円/㎡、0.0%","221㎡","1:1.5","南東 12m 市道","住宅、倉庫兼事務所　鉄骨造4F","住宅、小規模工場、店舗等の混在する住宅地域","平林 320m","準工業地域（60/200)","準防火地域","147,000円/㎡、-0.7%","148,000円/㎡、0.0％","148,000円/㎡、0.0％","148,000円/㎡、-0.7％","149,000円/㎡、-0.7％","150,000円/㎡ -％","-","-","-","135.457455893206","34.6099093848361","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-14","大阪市平野区長吉長原西３－１１－４７","124,000円/㎡、0.0%","60㎡","1:1.5","東 5m 私道","住宅　木造3F","小規模住宅、共同住宅等が混在する住宅地域","長原 1000m","第二種中高層住居専用地域（60/200)","準防火地域","124,000円/㎡、-0.8%","125,000円/㎡、0.0％","125,000円/㎡、0.0％","125,000円/㎡、0.0％","125,000円/㎡、-0.8％","126,000円/㎡ -％","-","-","-","135.567005450002","34.5980382982854","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-15","大阪市平野区瓜破西１－６－３４","178,000円/㎡、0.0%","115㎡","1:1.5","南 4m 私道","住宅　木造2F","小規模一般住宅の他共同住宅も見られる住宅地域","喜連瓜破 580m","第二種中高層住居専用地域（60/200)","準防火地域","178,000円/㎡、-0.6%","179,000円/㎡、0.0％","179,000円/㎡、0.0％","179,000円/㎡、0.0％","179,000円/㎡、0.0％","179,000円/㎡ -％","-","-","-","135.545870776466","34.6079952605206","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-16","大阪市平野区平野西５－４－２５","227,000円/㎡、0.4%","196㎡","1:1.2","南 6m 市道","住宅　木造2F","一般住宅、マンション等が混在する住宅地域","ＯｓａｋａＭｅｔｒｏ平野 220m","第一種住居地域（80/200)","準防火地域","226,000円/㎡、-0.4%","227,000円/㎡、0.4％","226,000円/㎡、0.4％","225,000円/㎡、0.4％","224,000円/㎡、0.4％","223,000円/㎡ -％","-","-","-","135.547207104308","34.6200573867795","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-17","大阪市平野区瓜破東２－１０－４６","171,000円/㎡、0.0%","224㎡","台形1.2:1","南 5m 私道","住宅　木造2F","一般住宅のほかマンション等が見られる住宅地域","出戸 360m","第二種中高層住居専用地域(60/200)","準防火地域","171,000円/㎡、-0.6%","172,000円/㎡、0.0％","172,000円/㎡、0.0％","172,000円/㎡、0.0％","172,000円/㎡、0.0％","172,000円/㎡ -％","-","-","-","135.562321414302","34.6080162666297","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-15","大阪市東淀川区淡路３－１７－３４","202,000円/㎡、0.5%","171㎡","1:2","南 5.5m 私道","住宅　木造2F","一般住宅、店舗併用住宅が混在する既成住宅地域","淡路 450m","第一種住居地域(80/200)","準防火地域","201,000円/㎡、0.0%","201,000円/㎡、1.0％","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡ -％","-","-","-","135.511916519668","34.7389444965796","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-16","大阪市東淀川区豊新１－１３－２４","204,000円/㎡、0.5%","80㎡","1:2.5","南東 6m 市道","住宅　木造3F","小規模一般住宅や共同住宅が建ち並ぶ住宅地域","上新庄 820m","第一種住居地域（80/200）","準防火地域","203,000円/㎡、0.0%","203,000円/㎡、0.5％","202,000円/㎡、1.0％","200,000円/㎡、0.0％","200,000円/㎡、0.0％","200,000円/㎡ -％","-","-","-","135.532336654907","34.74264207613","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-17","大阪市東淀川区豊里５－１３－１６","206,000円/㎡、0.5%","145㎡","1:3","南 6m 市道","住宅　軽量鉄骨造2F","一般住宅が建ち並ぶ区画整理済の住宅地域","だいどう豊里 600m","第一種住居地域（80/200)","準防火地域","205,000円/㎡、0.0%","205,000円/㎡、0.0％","205,000円/㎡、1.0％","203,000円/㎡、0.0％","203,000円/㎡、0.0％","203,000円/㎡ -％","-","-","-","135.542702041814","34.7398159446103","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-18","大阪市東淀川区菅原４－３－２２","204,000円/㎡、0.5%","165㎡","1:1.5","南 8m 市道","住宅　木造2F","住宅と共同住宅が建ち並ぶ区画整理済の住宅地域","上新庄 1300m","第一種住居地域(80/200)","準防火地域","203,000円/㎡、0.0%","203,000円/㎡、0.5％","202,000円/㎡、0.5％","201,000円/㎡、0.0％","201,000円/㎡、0.0％","201,000円/㎡ -％","-","-","-","135.529039137105","34.7398625387396","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川-19","大阪市東淀川区瑞光４－１０－１２","195,000円/㎡、0.5%","191㎡","1:2","北西 6m 市道","住宅　木造2F","一般住宅、マンション等が建ち並ぶ住宅地域","瑞光四丁目 280m","第二種中高層住居専用地域(60/200)","準防火地域","194,000円/㎡、0.0%","194,000円/㎡、0.0％","194,000円/㎡、0.0％","194,000円/㎡、0.0％","194,000円/㎡、0.0％","194,000円/㎡ -％","-","-","-","135.54683601725","34.7529110449647","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成-06","大阪市東成区玉津２－４－８","233,000円/㎡、0.9%","132㎡","1:2.5","東 8m 市道","作業場兼住宅　鉄骨造4F","作業場兼住宅、一般住宅等が混在する住宅地域","ＯｓａｋａＭｅｔｒｏ今里 520m","第一種住居地域(80/300)","準防火地域","231,000円/㎡、0.0%","231,000円/㎡、0.4％","230,000円/㎡、0.0％","230,000円/㎡、0.0％","230,000円/㎡、0.0％","230,000円/㎡ -％","-","-","-","135.538087336086","34.6701519512163","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","旭-08","大阪市旭区高殿２－７－２０","191,000円/㎡、0.5%","172㎡","1.2:1","東 8m 市道","住宅　鉄骨造3F","一般住宅の中に事業所等が混在する住宅地域","関目高殿 1000m","第一種住居地域（80/200)","準防火地域","190,000円/㎡、0.0%","190,000円/㎡、0.0％","190,000円/㎡、0.0％","190,000円/㎡、0.0％","190,000円/㎡、0.0％","190,000円/㎡ -％","-","-","-","135.535898049755","34.7177971218985","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","旭-09","大阪市旭区大宮４－１－５","213,000円/㎡、0.5%","108㎡","1:2","北 6m 市道","住宅　木造2F","一般住宅、マンション等が混在する既成住宅地域","千林大宮 600m","第二種中高層住居専用地域(60/200)","準防火地域","212,000円/㎡、0.0%","212,000円/㎡、0.0％","212,000円/㎡、0.0％","212,000円/㎡、0.0％","212,000円/㎡、0.0％","212,000円/㎡ -％","-","-","-","135.544717144197","34.7266906831642","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-13","大阪市城東区鴫野東２－２０－１７","232,000円/㎡、0.9%","99㎡","1:1.2","西 5.5m 市道","住宅　鉄骨造3F","小規模一般住宅が建ち並ぶ住宅地域","鴫野 230m","第一種住居地域（80/200)","準防火地域","230,000円/㎡、0.0%","230,000円/㎡、0.9％","228,000円/㎡、0.0％","228,000円/㎡、0.0％","228,000円/㎡、0.0％","228,000円/㎡ -％","-","-","-","135.547922298336","34.6926641397571","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-14","大阪市城東区古市３－２４－８","243,000円/㎡、1.7%","57㎡","1:2","西 8m 市道","住宅　木造3F","小規模一般住宅等が混在する住宅地域","新森古市 150m","第一種住居地域（80/200)","準防火地域","239,000円/㎡、1.3%","236,000円/㎡、1.7％","232,000円/㎡、0.0％","232,000円/㎡、0.0％","232,000円/㎡、0.0％","232,000円/㎡ -％","-","-","-","135.55989819695","34.7144395675928","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-15","大阪市城東区東中浜７－４－１７","200,000円/㎡、0.5%","165㎡","1:2.5","東 8m 市道 北側道","倉庫兼住宅　鉄骨造2F","住宅、事業所、工場等が混在する既成住宅地域","緑橋 1200m","準工業地域（80/200)","準防火地域","199,000円/㎡、0.0%","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡ -％","-","-","-","135.552425106665","34.6861707783087","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-16","大阪市城東区野江２－１７－９","242,000円/㎡、1.7%","269㎡","不整形1:2","北 6m 市道","共同住宅　鉄骨造6F","住宅、共同住宅等が混在する住宅地域","ＪＲ野江 420m","準工業地域(80/300)","準防火地域","238,000円/㎡、0.8%","236,000円/㎡、1.3％","233,000円/㎡、0.9％","231,000円/㎡、0.4％","230,000円/㎡、0.4％","229,000円/㎡ -％","-","-","-","135.539822190844","34.7045758180366","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西-01","大阪市西区北堀江４－１３－５","703,000円/㎡、6.0%","1029㎡","2:1","東 15m 市道 南側道","共同住宅　鉄骨鉄筋コンクリート造11F","高層の共同住宅が多く見られる住宅地域","西長堀400m","商業地域（80/400)","防火地域","663,000円/㎡、0.0%","663,000円/㎡、20.3％","551,000円/㎡、9.5％","503,000円/㎡、10.5％","455,000円/㎡、-％","-","-","-","-","135.482766269605","34.6749343322609","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港-08","大阪市港区築港２－６－１０","180,000円/㎡、0.0%","58㎡","1:2","南東 8m 市道","住宅　木造3F","小規模住宅と中高層共同住宅が建ち並ぶ住宅地域","大阪港 360m","第一種住居地域（80/300）","準防火地域","180,000円/㎡、-0.6%","181,000円/㎡、0.0％","181,000円/㎡、-0.5％","182,000円/㎡、-0.5％","183,000円/㎡、-％","-","-","-","-","135.432666914322","34.6514173443129","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","城東-17","大阪市城東区中央２－９－１９","294,000円/㎡、3.5%","717㎡","1:2","南 8m 市道 背面道","共同住宅　鉄筋コンクリート造10F","中高層の共同住宅を中心とする住宅地域","蒲生四丁目 390m","準工業地域（60/300）","準防火地域","284,000円/㎡、1.4%","280,000円/㎡、3.3％","271,000円/㎡、2.3％","265,000円/㎡、1.9％","260,000円/㎡、-％","-","-","-","-","135.542128808164","34.7021403770122","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-18","大阪市平野区長吉出戸７－９－２３","150,000円/㎡、0.0%","111㎡","1:1.5","南 6m 道路","住宅　木造2F","一般住宅が多く、空地等も見られる住宅地域","長原 1000m","第二種中高層住居地域（60/300）","準防火地域","150,000円/㎡、-0.7%","151,000円/㎡、0.0％","151,000円/㎡、0.0％","151,000円/㎡、0.0％","151,000円/㎡、-％","-","-","-","-","135.576232413147","34.6102539229943","地価公示(基準日 R4.1.1)"
