"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","中央5-15","大阪市中央区難波１－８－２","6,890,000円/㎡、-9.9%","190㎡","不整形1:1.5","東 6m 市道","店舗　鉄骨造2F","小売店舗、飲食店等が建ち並ぶ繁華な商業地域","なんば 160m","商業地域 (80/1000)","防火地域","7,650,000円/㎡、-25.7%","10,300,000円/㎡、21.7％","8,460,000円/㎡、12.2％","7,540,000円/㎡、11.2％","6,780,000円/㎡、16.9％","5,800,000円/㎡ 24.7％","4,650,000円/㎡ 6.9%","4,350,000円/㎡ 5.3%","4,130,000円/㎡ 2.0%","135.501223913399","34.6677076199413","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-34","大阪市中央区難波２－３－７","1,970,000円/㎡、-4.4%","506㎡","1:1.2","南 50m 市道","店舗兼事務所　鉄骨鉄筋コンクリート造11F2BF","高層の事務所、店舗ビルの建ち並ぶ商業地域","なんば 近接","商業地域 (80/1000)","防火地域","2,060,000円/㎡、-10%","2,290,000円/㎡、20.5％","1,900,000円/㎡、18.0％","1,610,000円/㎡、16.7％","1,380,000円/㎡、15.0％","1,200,000円/㎡ 14.3％","1,050,000円/㎡ 4.0%","1,010,000円/㎡ 5.8%","955,000円/㎡ -0.4%","135.49909671957","34.6675314644714","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速9-01","大阪市浪速区木津川１－５－１７","213,000円/㎡、0.0%","181㎡","1:2","西 15m 市道","事務所兼倉庫　鉄骨造6F","作業所、営業所、倉庫が混在する工業地域","大正 600m","準工業地域 (60/300)","準防火地域","213,000円/㎡、-0.5%","214,000円/㎡、1.4％","211,000円/㎡、1.0％","209,000円/㎡、1.0％","207,000円/㎡、1.0％","205,000円/㎡ 0.5％","204,000円/㎡ 0.0%","204,000円/㎡ 0.5%","203,000円/㎡ -0.5%","135.482652427264","34.6655851533077","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺5-02","大阪市天王寺区上本町６－２－２６","1,200,000円/㎡、-0.8%","404㎡","1.5:1","西 27m 市道 北側道","店舗兼事務所　鉄筋コンクリート造10F1BF","中高層の店舗、事務所が建ち並ぶ商業地域","大阪上本町 100m","商業地域 (80/800)","防火地域","1,210,000円/㎡、-4.7%","1,270,000円/㎡、13.4％","1,120,000円/㎡、12.1％","999,000円/㎡、9.7％","911,000円/㎡、9.1％","835,000円/㎡ 8.4％","770,000円/㎡ 6.5%","723,000円/㎡ 6.5%","679,000円/㎡ 0.3%","135.519611223547","34.6667160172792","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-35","大阪市中央区千日前２－４－１３","595,000円/㎡、-9.8%","92㎡","1:3","北 7.8m 市道 背面道","店舗兼住宅　鉄骨造5F1BF","中層の店舗ビル等が建ち並ぶ繁華な商業地域","日本橋 140m","商業地域 (80/500)","防火地域","660,000円/㎡、-17.0%","795,000円/㎡、18.8％","669,000円/㎡、19.7％","559,000円/㎡、11.1％","503,000円/㎡、9.8％","458,000円/㎡ 1.6％","451,000円/㎡ 1.3%","445,000円/㎡ 0.2%","444,000円/㎡ -0.9%","135.505043966947","34.6662641996654","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港-05","大阪市港区田中１－１０－２","214,000円/㎡、0.5%","79㎡","1:3","南東 8m 市道","住宅　木造3F","小規模一般住宅が建ち並ぶ住宅地域","朝潮橋 630m","準工業地域 (60/200)","準防火地域","213,000円/㎡、-0.5%","214,000円/㎡、0.5％","213,000円/㎡、0.0％","213,000円/㎡、0.0％","213,000円/㎡、0.0％","213,000円/㎡ 0.0％","213,000円/㎡ 0.0%","213,000円/㎡ -0.5%","214,000円/㎡ -","135.449104209009","34.6658183496844","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成-02","大阪市東成区大今里南３－１１－３","210,000円/㎡、0.5%","112㎡","1:2","西 4m 私道","住宅　木造2F","中小規模一般住宅を中心とした住宅地域","近鉄今里 250m","第一種住居地域 (80/300)","準防火地域","209,000円/㎡、0.0%","209,000円/㎡、0.0％","209,000円/㎡、0.0％","209,000円/㎡、0.0％","209,000円/㎡、0.0％","209,000円/㎡ 0.0％","209,000円/㎡ 0.0%","209,000円/㎡ 0.0%","209,000円/㎡ -0.5%","135.549645026197","34.666188961994","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速5-10","大阪市浪速区桜川２－１１－２０","512,000円/㎡、0.0%","299㎡","1:3.5","西 22m 市道","事務所　鉄骨造8F","中高層の事務所、共同住宅等が混在する商業地域","桜川 260m","準工業地域 (60/400)","防火地域","512,000円/㎡、-5.2%","540,000円/㎡、20.0％","450,000円/㎡、14.8％","392,000円/㎡、10.1％","356,000円/㎡、6.6％","334,000円/㎡ 2.8％","325,000円/㎡ 1.2%","321,000円/㎡ 1.6%","316,000円/㎡ -0.3%","135.488386019648","34.6658732869001","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-08","大阪市平野区長吉出戸２－１－４４","173,000円/㎡、0.0%","94㎡","1:2.5","東 8.5m 市道","住宅　鉄骨造3F","小規模一般住宅、共同住宅等が混在する住宅地域","出戸 730m","第一種住居地域 (80/200)","準防火地域","173,000円/㎡、-0.6%","174,000円/㎡、0.0％","174,000円/㎡、0.0％","174,000円/㎡、-0.6％","175,000円/㎡、-0.6％","176,000円/㎡ -0.6％","177,000円/㎡ -0.6%","178,000円/㎡ -0.6%","179,000円/㎡ -2.2%","135.566752184645","34.6145035677008","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江9-01","大阪市住之江区平林南１－３－３３","82,500円/㎡、1.2%","3575㎡","1:1.5","西 11m 市道","倉庫　鉄骨造2F","中規模の配送センター等の多い工業地域","平林 520m","工業専用地域 (60/200)","-","81,500円/㎡、0.0%","81,500円/㎡、0.4％","81,200円/㎡、0.0％","81,200円/㎡、0.0％","81,200円/㎡、0.0％","81,200円/㎡ 0.5％","80,800円/㎡ 0.0%","80,800円/㎡ -1.0%","81,600円/㎡ -2.0%","135.456348425257","34.6128080142286","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-04","大阪市住吉区大領５－７－３０","225,000円/㎡、0.0%","69㎡","1:2.5","北東 5.4m 市道","住宅　木造2F","小規模一般住宅等が建ち並ぶ住宅地域","住吉東 680m","第一種住居地域 (80/200)","準防火地域","225,000円/㎡、-0.4%","226,000円/㎡、0.4％","225,000円/㎡、0.0％","225,000円/㎡、0.0％","225,000円/㎡、0.0％","225,000円/㎡ 0.0％","225,000円/㎡ 0.0%","225,000円/㎡ -0.4%","226,000円/㎡ -0.4%","135.503683857472","34.6123222474411","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-04","大阪市平野区喜連７－２－４","175,000円/㎡、0.0%","234㎡","1:1.5","北 4m 市道","住宅　木造2F","一般住宅のほか公営住宅も見られる住宅地域","喜連瓜破 780m","第二種中高層住居専用地域 (60/200)","準防火地域","175,000円/㎡、-0.6%","176,000円/㎡、0.0％","176,000円/㎡、0.0％","176,000円/㎡、0.0％","176,000円/㎡、0.0％","176,000円/㎡ 0.0％","176,000円/㎡ -0.6%","177,000円/㎡ -1.1%","179,000円/㎡ -1.6%","135.55742348029","34.6120253419295","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-08","大阪市東住吉区鷹合３－１３－２５","237,000円/㎡、0.0%","120㎡","1:3","南 6m 市道","住宅　木造2F","戸建住宅を中心にアパート等も混在する住宅地域","針中野 950m","第二種中高層住居専用地域 (60/200)","準防火地域","237,000円/㎡、0.0%","237,000円/㎡、0.4％","236,000円/㎡、0.4％","235,000円/㎡、0.0％","235,000円/㎡、0.0％","235,000円/㎡ -0.4％","236,000円/㎡ -0.4%","237,000円/㎡ -0.4%","238,000円/㎡ -0.8%","135.529637010778","34.6112583573583","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-05","大阪市住吉区上住吉２－１１－３０","228,000円/㎡、0.0%","123㎡","1:2.5","北 5.4m 市道","住宅　木造2F","中小規模一般住宅等が建ち並ぶ住宅地域","住吉東 480m","第二種中高層住居専用地域 (60/200)","準防火地域","228,000円/㎡、-0.4%","229,000円/㎡、0.4％","228,000円/㎡、0.4％","227,000円/㎡、0.0％","227,000円/㎡、0.0％","227,000円/㎡ 0.0％","227,000円/㎡ 0.0%","227,000円/㎡ -0.4%","228,000円/㎡ -0.4%","135.495088364919","34.6105061618362","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-06","大阪市平野区喜連西４－７－４８","185,000円/㎡、0.0%","105㎡","1:1.5","北 6.8m 市道","住宅　木造2F","一般住宅、共同住宅等が混在する住宅地域","喜連瓜破 550m","第一種住居地域 (80/200)","準防火地域","185,000円/㎡、-0.5%","186,000円/㎡、0.0％","186,000円/㎡、0.5％","185,000円/㎡、0.5％","184,000円/㎡、0.5％","183,000円/㎡ 0.0％","183,000円/㎡ 0.0%","183,000円/㎡ -0.5%","184,000円/㎡ -1.6%","135.545705865659","34.6103459967214","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉5-02","大阪市住吉区長居東４－９－１８","483,000円/㎡、-0.2%","262㎡","1:1.5","北 25m 国道","事務所兼共同住宅　鉄筋コンクリート造7F1BF","事務所ビル、店舗等が混在する駅前の商業地域","ＯｓａｋａＭｅｔｒｏ長居 近接","商業地域 (80/400)","防火地域","484,000円/㎡、-1.2%","490,000円/㎡、7.9％","454,000円/㎡、5.1％","432,000円/㎡、4.6％","413,000円/㎡、5.1％","393,000円/㎡ 5.4％","373,000円/㎡ 2.8%","363,000円/㎡ 2.0%","356,000円/㎡ 0.0%","135.512785534329","34.6091387262289","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-02","大阪市住吉区長居東３－７－２６","303,000円/㎡、0.3%","167㎡","1:1","北 8m 市道","住宅　木造2F","中規模一般住宅が多い閑静な住宅地域","ＯｓａｋａＭｅｔｒｏ長居 340m","第二種中高層住居専用地域 (60/200)","準防火地域","302,000円/㎡、0.0%","302,000円/㎡、1.7％","297,000円/㎡、1.4％","293,000円/㎡、1.4％","289,000円/㎡、1.4％","285,000円/㎡ 2.5％","278,000円/㎡ 1.5%","274,000円/㎡ 0.0%","274,000円/㎡ -0.4%","135.516357463451","34.6081717576434","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-08","大阪市鶴見区横堤１－６－４１","180,000円/㎡、0.6%","70㎡","1:1.2","南 4m 私道","住宅　鉄骨造3F","小規模の建売住宅が建ち並ぶ住宅地域","横堤 500m","第一種住居地域 (80/200)","準防火地域","179,000円/㎡、0.0%","179,000円/㎡、1.1％","177,000円/㎡、1.1％","175,000円/㎡、0.0％","175,000円/㎡、0.0％","175,000円/㎡ 0.0％","175,000円/㎡ 0.0%","175,000円/㎡ 0.0%","175,000円/㎡ 0.0%","135.569557835586","34.699955216318","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央-02","大阪市中央区瓦屋町１－７－８","490,000円/㎡、1.7%","64㎡","1:2","東 6m 市道","事務所兼住宅　鉄骨造4F","小規模の店舗併用住宅等が建ち並ぶ既成住宅地域","松屋町 300m","第二種住居地域 (80/300)","準防火地域","482,000円/㎡、0.4%","480,000円/㎡、8.4％","443,000円/㎡、4.0％","426,000円/㎡、3.9％","410,000円/㎡、2.8％","399,000円/㎡ 2.8％","388,000円/㎡ 2.9%","377,000円/㎡ 1.9%","370,000円/㎡ 1.6%","135.51258543108","34.6730323547276","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-01","大阪市西区九条１－１６－２０","310,000円/㎡、-1.6%","103㎡","1:4.5","北東 11m 市道","店舗兼住宅　木造2F","小売店舗、飲食店等が建ち並ぶ駅前の商業地域","九条 250m","商業地域 (80/400)","準防火地域","315,000円/㎡、-4.5%","330,000円/㎡、1.9％","324,000円/㎡、1.3％","320,000円/㎡、1.6％","315,000円/㎡、1.6％","310,000円/㎡ 1.6％","305,000円/㎡ 0.7%","303,000円/㎡ -0.7%","305,000円/㎡ -0.3%","135.476605764973","34.6745299795295","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺5-03","大阪市天王寺区玉造元町２－３１","838,000円/㎡、0.0%","222㎡","1:5","北 33m 国道","店舗兼事務所　鉄骨造5F","中高層の店舗、マンションが混在する商業地域","玉造 70m","商業地域 (80/600)","防火地域","838,000円/㎡、-4.8%","880,000円/㎡、11.0％","793,000円/㎡、9.2％","726,000円/㎡、8.5％","669,000円/㎡、9.1％","613,000円/㎡ 9.1％","562,000円/㎡ 5.8%","531,000円/㎡ 8.8%","488,000円/㎡ 1.7%","135.532323882327","34.6742160803796","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-16","大阪市中央区谷町６－４－３","1,240,000円/㎡、0.0%","515㎡","1:1.5","東 40m 府道","事務所　鉄骨鉄筋コンクリート造8F","中高層の事務所、店舗ビル等が建ち並ぶ商業地域","谷町六丁目 近接","商業地域 (80/600)","防火地域","1,240,000円/㎡、-2.4%","1,270,000円/㎡、22.1％","1,040,000円/㎡、15.8％","898,000円/㎡、13.0％","795,000円/㎡、12.9％","704,000円/㎡ 10.0％","640,000円/㎡ 6.1%","603,000円/㎡ 10.0%","548,000円/㎡ 1.5%","135.516536925198","34.6740819543071","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港9-02","大阪市港区弁天６－５－６","204,000円/㎡、0.5%","264㎡","1:1.2","南東 27m 市道","倉庫　鉄骨造3F","中規模の海運関連事務所、倉庫等が多い工業地域","弁天町 750m","準工業地域 (60/200)","準防火地域","203,000円/㎡、-1.0%","205,000円/㎡、0.0％","205,000円/㎡、0.0％","205,000円/㎡、0.0％","205,000円/㎡、0.0％","205,000円/㎡ 0.0％","205,000円/㎡ -1.0%","207,000円/㎡ -1.4%","210,000円/㎡ -1.4%","135.456237857932","34.6736102168004","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成-01","大阪市東成区大今里西１－８－２１","235,000円/㎡、0.4%","161㎡","1:2.5","西 8m 市道","住宅　木造2F","中小規模一般住宅に小工場等が混在する住宅地域","玉造 920m","第一種住居地域 (80/300)","準防火地域","234,000円/㎡、0.0%","234,000円/㎡、0.4％","233,000円/㎡、0.4％","232,000円/㎡、0.0％","232,000円/㎡、0.0％","232,000円/㎡ 0.0％","232,000円/㎡ 0.0%","232,000円/㎡ 0.0%","232,000円/㎡ -0.9%","135.54131348906","34.6735957173447","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-39","大阪市中央区谷町７－６－３７","450,000円/㎡、-1.5%","48㎡","1:3","北 6.8m 市道","店舗兼住宅　鉄骨造4F","小規模小売店舗が建ち並ぶアーケード商店街","谷町六丁目 220m","近隣商業地域 (80/300)","準防火地域","457,000円/㎡、-4.6%","479,000円/㎡、4.4％","459,000円/㎡、3.1％","445,000円/㎡、3.2％","431,000円/㎡、3.1％","418,000円/㎡ 2.7％","407,000円/㎡ 2.5%","397,000円/㎡ 1.8%","390,000円/㎡ -0.8%","135.51538511816","34.6734729774625","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-20","大阪市中央区西心斎橋２－１－２５","2,820,000円/㎡、-7.8%","728㎡","1:2.5","北 12.6m 市道","店舗兼事務所　鉄骨造7F","中高層の店舗ビル等が建ち並ぶ商業地域","心斎橋 250m","商業地域 (80/1000)","防火地域","3,060,000円/㎡、-15.0%","3,600,000円/㎡、18.0％","3,050,000円/㎡、12.5％","2,710,000円/㎡、12.9％","2,400,000円/㎡、13.2％","2,120,000円/㎡ 9.8％","1,930,000円/㎡ 6.0%","1,820,000円/㎡ 7.1%","1,700,000円/㎡ -","135.499703984559","34.6717004012229","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-06","大阪市西区北堀江１－１４－２４","1,300,000円/㎡、-1.5%","315㎡","1:1.5","北 11m 市道","事務所兼店舗　鉄筋コンクリート造7F1BF","中高層の事務所に店舗等も多い既成商業地域","四ツ橋 150m","商業地域 (80/600)","防火地域","1,320,000円/㎡、-5.0%","1,390,000円/㎡、28.7％","1,080,000円/㎡、13.3％","953,000円/㎡、14.1％","835,000円/㎡、12.8％","740,000円/㎡ 10.1％","672,000円/㎡ 5.5%","637,000円/㎡ 7.1%","595,000円/㎡ 0.7%","135.494863858466","34.6732103252106","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-21","大阪市中央区瓦屋町１－７－１９","789,000円/㎡、-0.8%","233㎡","不整形1:2.5","西 23.6m 市道","事務所兼倉庫　鉄骨鉄筋コンクリート造7F","中層の店舗、事務所の多い商業地域","松屋町 210m","商業地域 (80/600)","防火地域","795,000円/㎡、-4.2%","830,000円/㎡、7.9％","769,000円/㎡、12.9％","681,000円/㎡、12.6％","605,000円/㎡、12.9％","536,000円/㎡ 10.7％","484,000円/㎡ 5.4%","459,000円/㎡ 6.3%","432,000円/㎡ -0.5%","135.512034680588","34.6732433153531","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-18","大阪市中央区西心斎橋１－４－５","10,700,000円/㎡、-5.3%","1216㎡","1.5:1","東 44m 国道 南側道","店舗兼事務所　鉄骨鉄筋コンクリート造11F1BF","高層の事務所、店舗等が建ち並ぶ高度商業地域","心斎橋 近接","商業地域 (80/1000)","防火地域","11,300,000円/㎡、-13.7%","13,100,000円/㎡、19.1％","11,000,000円/㎡、18.3％","9,300,000円/㎡、14.8％","8,100,000円/㎡、20.5％","6,720,000円/㎡ 20.9％","5,560,000円/㎡ 6.1%","5,240,000円/㎡ 5.2%","4,980,000円/㎡ 1.0%","135.499932836046","34.6729424527007","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-08","大阪市西区南堀江４－２０－１１","683,000円/㎡、-1.4%","169㎡","1:3","北 15m 市道","事務所　鉄筋コンクリート造4F","中高層事務所、マンション等が混在する商業地域","西長堀 350m","商業地域 (80/400)","防火地域","693,000円/㎡、-5.1%","730,000円/㎡、24.1％","588,000円/㎡、12.4％","523,000円/㎡、13.9％","459,000円/㎡、14.8％","400,000円/㎡ 12.7％","355,000円/㎡ 6.0%","335,000円/㎡ 7.4%","312,000円/㎡ 2.3%","135.483715896432","34.6729530142004","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺5-04","大阪市天王寺区玉造元町７－４","258,000円/㎡、-2.3%","143㎡","1:2.5","東 4m 市道","店舗兼住宅　鉄骨造3F","小規模な小売店舗が建ち並ぶ駅前の商業地域","玉造 270m","商業地域 (80/600)","防火地域","264,000円/㎡、-3.6%","274,000円/㎡、0.4％","273,000円/㎡、0.4％","272,000円/㎡、0.4％","271,000円/㎡、0.7％","269,000円/㎡ 0.4％","268,000円/㎡ 0.4%","267,000円/㎡ 0.0%","267,000円/㎡ 0.0%","135.53147351414","34.6721896917482","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-01","大阪市住吉区帝塚山中２－２－１２","366,000円/㎡、0.3%","336㎡","1:2","南西 5.5m 市道","住宅　鉄筋コンクリート造2F","中規模住宅が建ち並ぶ閑静な住宅地域","帝塚山 410m","第二種中高層住居専用地域 (60/200)","準防火地域","365,000円/㎡、0.0%","365,000円/㎡、1.4％","360,000円/㎡、0.6％","358,000円/㎡、0.6％","356,000円/㎡、0.6％","354,000円/㎡ 1.1％","350,000円/㎡ 1.4%","345,000円/㎡ 0.9%","342,000円/㎡ 0.0%","135.501062640099","34.6224898159566","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-09","大阪市住之江区粉浜２－１３－１１","213,000円/㎡、0.0%","138㎡","1:2","南 5.5m 市道","住宅　木造2F","中小規模一般住宅を中心とする住宅地域","粉浜 300m","第一種住居地域 (80/200)","準防火地域","213,000円/㎡、0.0%","213,000円/㎡、0.5％","212,000円/㎡、0.5％","211,000円/㎡、0.0％","211,000円/㎡、0.0％","211,000円/㎡ 0.0％","211,000円/㎡ 0.0%","211,000円/㎡ -0.5%","212,000円/㎡ -1.4%","135.49011790656","34.6165448222954","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-03","大阪市東住吉区東田辺１－１１－１４","280,000円/㎡、0.4%","236㎡","1:2.5","南 4.5m 市道","住宅　軽量鉄骨造2F","中規模一般住宅が建ち並ぶ閑静な住宅地域","駒川中野 350m","第二種中高層住居専用地域 (60/300)","準防火地域","279,000円/㎡、0.0%","279,000円/㎡、1.5％","275,000円/㎡、0.7％","273,000円/㎡、0.7％","271,000円/㎡、0.7％","269,000円/㎡ 0.7％","267,000円/㎡ 0.4%","266,000円/㎡ -0.4%","267,000円/㎡ -0.7%","135.529134810121","34.6221558518699","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉5-01","大阪市東住吉区駒川４－４－１８","329,000円/㎡、-1.2%","69㎡","1:4.5","西 5.5m 市道","店舗兼住宅　鉄骨造3F","小売店舗が建ち並ぶアーケード内の商業地域","駒川中野 180m","商業地域 (80/400)","準防火地域","333,000円/㎡、-1.5%","338,000円/㎡、-0.6％","340,000円/㎡、-0.6％","342,000円/㎡、-0.6％","344,000円/㎡、-0.6％","346,000円/㎡ -0.6％","348,000円/㎡ -0.6%","350,000円/㎡ -0.8%","353,000円/㎡ -1.4%","135.531379997614","34.6209729825394","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-11","大阪市住吉区東粉浜２－１１－３１","250,000円/㎡、0.0%","135㎡","1:2","北 4m 私道","住宅　木造2F","中小規模一般住宅が多い比較的閑静な住宅地域","東粉浜 310m","第一種住居地域 (80/200)","準防火地域","250,000円/㎡、-0.4%","251,000円/㎡、0.4％","250,000円/㎡、0.4％","249,000円/㎡、0.4％","248,000円/㎡、0.4％","247,000円/㎡ 0.4％","246,000円/㎡ 0.0%","246,000円/㎡ 0.0%","246,000円/㎡ -0.8%","135.493793020247","34.6204203962382","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-07","大阪市住之江区御崎２－１１－１９","207,000円/㎡、0.0%","132㎡","1:3","西 5.5m 市道","住宅　鉄骨造2F","一般住宅のほか共同住宅等も見られる住宅地域","住之江公園 840m","第一種住居地域 (80/200)","準防火地域","207,000円/㎡、-0.5%","208,000円/㎡、0.0％","208,000円/㎡、0.0％","208,000円/㎡、0.0％","208,000円/㎡、0.0％","208,000円/㎡ 0.0％","208,000円/㎡ 0.0%","208,000円/㎡ -0.5%","209,000円/㎡ -0.9%","135.479562740134","34.6118361509586","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-02","大阪市生野区中川西２－１７－２０","147,000円/㎡、0.0%","89㎡","1:2","西 3.2m 道路","住宅　木造2F","小規模住宅が密集し、小工場もみられる住宅地域","鶴橋 1600m","準工業地域 (80/300)","準防火地域","147,000円/㎡、-1.3%","149,000円/㎡、0.0％","149,000円/㎡、0.0％","149,000円/㎡、0.0％","149,000円/㎡、0.0％","149,000円/㎡ 0.0％","149,000円/㎡ 0.0%","149,000円/㎡ -0.7%","150,000円/㎡ -1.3%","135.540421178679","34.6595924560677","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東淀川5-05","大阪市東淀川区豊新５－６－２１","279,000円/㎡、1.1%","707㎡","1:2","北東 25m 国道 背面道","店舗兼共同住宅　鉄筋コンクリート造7F","沿道店舗と共同住宅が混在する路線商業地域","上新庄 600m","準住居地域（80/300)","防火地域","276,000円/㎡、0.0%","276,000円/㎡、1.1％","273,000円/㎡、1.1％","270,000円/㎡、0.7％","268,000円/㎡、1.1％","265,000円/㎡ -％","-","-","-","135.538257510758","34.7478685660276","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","福島-06","大阪市福島区野田２－２２－１７","317,000円/㎡、1.0%","105㎡","1:3","西 4.2m 市道","住宅　木造3F","一般住宅が建ち並ぶ既成住宅地域","野田 350m","第二種住居地域（80/300)","準防火地域","314,000円/㎡、3.0%","305,000円/㎡、3.7％","294,000円/㎡、3.2％","285,000円/㎡、3.3％","276,000円/㎡、3.0％","268,000円/㎡ -％","-","-","-","135.474964746063","34.6865816297083","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","天王寺-08","大阪市天王寺区上本町８－６－１４","603,000円/㎡、0.7%","142㎡","1:2","南 8m 市道","住宅　鉄骨造4F","戸建住宅、共同住宅、事務所の混在する住宅地域","四天王寺前夕陽丘 400m","第二種住居地域（80/400)","準防火地域","599,000円/㎡、0.5%","596,000円/㎡、6.8％","558,000円/㎡、2.2％","546,000円/㎡、2.1％","535,000円/㎡、2.3％","523,000円/㎡ -％","-","-","-","135.517051702407","34.6600579971392","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","阿倍野-08","大阪市阿倍野区桃ケ池町２ー１０ー２１","328,000円/㎡、0.6%","142㎡","1:2","南 3.7m 私道","住宅　鉄骨造3F","中小規模一般住宅が多い住宅地域","南田辺 280m","第二種中高層住居専用地域(60/300)","準防火地域","326,000円/㎡、0.0%","326,000円/㎡、0.0％","326,000円/㎡、0.0％","326,000円/㎡、0.3％","325,000円/㎡、1.2％","321,000円/㎡ -％","-","-","-","135.518965703464","34.626834839271","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","阿倍野-09","大阪市阿倍野区三明町２－１０－６","321,000円/㎡、0.9%","65㎡","1:1.5","北東 4m 私道","住宅　木造3F","小規模住宅が多く、学校等も見られる住宅地域","美章園 400m","第一種住居地域（80/300)","準防火地域","318,000円/㎡、0.3%","317,000円/㎡、0.6％","315,000円/㎡、0.6％","313,000円/㎡、0.6％","311,000円/㎡、1.3％","307,000円/㎡ -％","-","-","-","135.520201684617","34.6395169777707","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","此花-06","大阪市此花区春日出中２－５－５","181,000円/㎡、0.0%","117㎡","1:1.5","南東 5.4m 市道","住宅　木造3F","一般住宅のほかに共同住宅等もみられる住宅地域","千鳥橋 1100m","第一種住居地域（80/200)","準防火地域","181,000円/㎡、-1.1%","183,000円/㎡、1.1％","181,000円/㎡、0.0％","181,000円/㎡、0.0％","181,000円/㎡、0.0％","181,000円/㎡ -％","-","-","-","135.45137087537","34.6790732692628","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","大正-05","大阪市大正区泉尾４－１６－１６","191,000円/㎡、0.0%","73㎡","1:2","西 8m 市道","住宅　鉄骨造3F","中小の一般住宅、共同住宅等が混在する住宅地域","大正 1500m","第一種住居地域（80/200)","準防火地域","191,000円/㎡、-0.5%","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡、0.0％","192,000円/㎡ -％","-","-","-","135.470837229855","34.6564611109919","地価公示(基準日 R4.1.1)"
